,name,host_id,host_name,property_type,room_type,bedrooms,beds,bathrooms,bathrooms_text,accommodates,description,price,neighbourhood_cleansed,latitude,longitude,number_of_reviews,last_review,minimum_nights,availability_365,review_scores_rating
11909,Excelente ubicación - acogedor,494378484,Eduardo,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,4,"Enjoy the coziness of this quiet accommodation in an excellent location, close to shops, highways, public transport, supermarkets, malls. Great for couples or families.",,La Florida,-33.525245,-70.5889906,0,,2.0,83,
11910,Departamento nuevo frente al metro Bellavista,3709972,Elizabeth,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,2,"Enjoy a comfortable and quiet stay ✨<br />Cozy apartment in La Florida, with a prime location in front of the Bellavista Metro, mall and shops.<br /><br />Excellent connectivity and access to highways 🚗<br />Ideal for 1 or 2 people looking for comfort and proximity 💙","$47,500.00",La Florida,-33.5206743,-70.6019591,1,2026-05-27,2.0,61,5.0
11911,F0.2.3 Habitación+baño-Metro-Dávila-EstBicen,97832954,Josefina,Private room in home,Private room,1.0,2.0,1.0,1 private bath,3,"✨ Superior Room in Casa Florida Guest House 🌿.<br />🛏️ For up to 3 people: 2-seater bed + sofa bed and desk 💻.<br />🚿 Exclusive private bathroom.<br />📍 La Florida, near Clínica Dávila 🏥, health centers, Bicentennial Stadium and 3 blocks from 🚇 Rojas Magallanes Metro.<br />✨ Quiet space, ideal for medical trips, work or rest.","$23,389.00",La Florida,-33.5332951,-70.59140119999999,4,2026-03-18,1.0,358,4.0
11912,Bicentenario La Florida - Metro,490974377,MVP Housing,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Cozy and modern apartment ideal for up to 3 guests. Fully equipped with a full kitchen, WiFi, Smart TV and everything you need for a comfortable stay. Located steps from the Metro, mall and supermarkets. Perfect for business trips or couples' getaways. Enjoy Santiago as if you were at home!","$45,636.00",La Florida,-33.52526730818374,-70.60017865151167,21,2025-12-21,1.0,345,4.19
11913,Elegante y acogedor departamento,174619371,Katia,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"Cozy apartment ideal for 1 or 2 people looking for a comfortable stay with excellent connectivity. Located within walking distance of the Cal y Canto and Santa Ana metro stations, and close to iconic places such as the forest park, Bellas Artes neighborhood and Plaza de Armas, you will have everything at your fingertips. <br /><br />The space has a double bed, equipped kitchen, Wifi, Smart TV, private bathroom. The building offers 24/7 security, laundry, terrace and barbecue.","$34,235.50",Santiago,-33.432935848237165,-70.6579281799615,46,2026-06-14,2.0,349,4.76
11914,Cómodo lugar a pasos del metro Irrarrazabal.,45000825,Carlos,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy the simplicity of this quiet, centrally located place to stay.<br />Ideal for young couples or business trips.","$35,073.00",Santiago,-33.4579384,-70.62965059999999,1,2026-06-30,3.0,339,5.0
11915,Metro Vicente Valdés - La Florida,490974377,MVP Housing,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Modern apartment in the best location in La Florida, ideal for up to 3 guests. Within walking distance of 3 metro stations, close to clinics, hospitals, universities, malls, and restaurants. It features 1 double bedroom, 1 single bed, a beautiful view, and is fully equipped with a kitchen, Wi-Fi, Smart TV, bed linens, and towels. <br />Perfect for business trips, study, or relaxation, with excellent connections to all of Santiago.","$35,376.00",La Florida,-33.52532724657775,-70.59825787874027,16,2026-06-12,1.0,355,4.94
11916,AVILA apart hotel - 2hab 2 camas,463081042,Avila,Entire rental unit,Entire home/apt,2.0,2.0,1.0,1 bath,4,From this central accommodation the whole group can have easy access to everything. Excellent location,"$62,765.00",Santiago,-33.447711,-70.6539554,3,2025-11-03,1.0,365,4.0
11917,Departamento 2 dormitorios para 4 personas,102907045,Fabian,Entire rental unit,Entire home/apt,2.0,3.0,1.0,1 bath,4,"Beautifully renovated apartment very close to downtown Santiago, equipped for 4 people with everything you need. <br /><br />It has a trundle bed, a queen bed, and everything you need for a pleasant stay in a spacious, quiet place with a beautiful view and a great location.<br /><br />Parking included.","$57,058.80",Independencia,-33.42715524491413,-70.65740656217166,2,2026-06-07,5.0,365,5.0
11918,Andyhouse,322992735,Andrés,Private room in home,Private room,,1.0,1.0,1 bath,2,"Room located near the Trinidad subway with various shops nearby. It includes a bathroom inside the room, a double bed, cable TV and access to a small terrace.","$39,941.00",La Florida,-33.54946,-70.59389,2,2020-02-08,1.0,179,5.0
11919,Incredible location: Barrio Italia with pool,76249760,Felipe,Entire loft,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Welcome to my cozy studio in a prime location in Santiago! The apartment is just a few steps away from Barrio Italia, famous for its boutiques, art galleries, bohemian cafes, and gastronomy. The proximity to the Irarrazabal metro stations makes it easy to explore the city and its surroundings.<br /><br />I look forward to welcoming you soon to this incredible corner of Santiago!","$26,690.13",Ñuñoa,-33.45113,-70.62738,10,2025-01-08,30.0,182,5.0
11920,"Premium 1D/1.5B en El Golf, Las Condes",709794203,Flipeame,Entire rental unit,Entire home/apt,1.0,1.0,1.5,1.5 baths,2,"Live a premium experience ✨ in this elegant 1-bedroom, 1.5-bathroom apartment, located in the exclusive El Golf neighborhood, Las Condes 🏙️.<br /><br />Designed for business trips 💼, corporate stays, or couple getaways 💑, it offers a sophisticated and functional atmosphere. It features a comfortable living area 🛋️, a fully equipped kitchen 🍳, and great connectivity 🚇.<br /><br />Steps from top restaurants and cafés 🍷☕, the metro 🚇, and the financial district, it combines comfort and style","$119,213.33",Las Condes,-33.41331,-70.60295,9,2026-06-26,2.0,282,4.78
11921,Habitación Privada en Las Condes,131314636,Carlos,Private room in rental unit,Private room,,1.0,,Shared half-bath,2,"We want our space to be a pleasant place to stay. Quiet environment and safe area for tourists.<br /><br />LOCATION:<br />Hotels, restaurants, and shopping area.<br />- 2 blocks from Manquehue Metro <br />- 4 blocks from the Escuela Militar subway station<br />- 3 minutes to Starbucks<br />- 6 min Burguer King<br />- 12 min walk to Parque Araucano<br />- 14 min walk to Parque Arauco Mall (Zara, Casaideas, VS, Fallabela, HM, Mac, Adidas, Aldo, Puma, etc.","$60,736.00",Las Condes,-33.41040395713203,-70.57379072992309,6,2026-04-20,1.0,243,5.0
11922,Habitación privada en Providencia + desayuno,285710244,Maktvb Hostales Boutique,Private room in hostel,Private room,1.0,1.0,1.0,1 private bath,2,"Modern house located less than 1 km from the Costanera and 800 meters from Cerro San Cristóbal. In the quietest and safest area of Providencia, it has a large pool, wifi, barbecue grill, bedroom with private bathroom, double bed, 50"" Smart TV with Netflix and custom furniture. Fully shared kitchen, gym room, parking inside and outside the house. In addition to a large enclosed terrace ideal for sharing, watching movies and games.","$60,000.00",Providencia,-33.4129895,-70.6100029,2,2026-01-11,1.0,218,4.0
11923,"Depto 1D+1B vista cordillera, Mall Plaza Vespucio",293128295,Francisco,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"✨ Modern 1D+1B apartment with terrace and spectacular view of the mountain range.<br />☀️ Bright and fully equipped: double Simmons bed, sofa bed, 50"" LED TV, heater, large bathroom and full kitchen.<br />🔒 Electronic lock and self check-in, 24/7 concierge and gym.<br />📍 1 minute walk from the Metro and Plaza Vespucio Mall.","$56,916.00",La Florida,-33.5208947,-70.6008532,17,2026-06-08,2.0,266,5.0
11924,Depto Full equipado frente al mall + metro. Wifi.,575271941,Tamara,Entire rental unit,Entire home/apt,2.0,2.0,1.0,1 bath,2,"Bright, modern, and fully equipped 2-bed/1-bath apartment with terrace, located opposite a mall.<br />Safe neighborhood. Close to shops and a supermarket.<br />Just a 3-minute walk from the Bellavista-La Florida Metro station, with connections to the entire city. <br />Ideal for a couple with a child or 3 adults to work comfortably, come to concerts, or run errands. <br />Includes a fully equipped kitchen, washing machine, high-speed Wi-Fi, smart TV, and private access<br />Construction work is currently underway in the area during the day.","$55,918.00",La Florida,-33.51879804642109,-70.60127969831228,7,2026-06-26,1.0,340,5.0
11925,Depto en Las Condes,147967410,Daniel,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"Excellent neighborhood near commercial places, mall sport, la dehesa portal, Lider supermarket.<br />Building 3 years old, very well connected.<br />Well-lit and with all the cooking utensils, etc.<br />50""TV with WiFi, terrace, dining room and desk.<br />Spacious bedroom.<br />Underground parking","$72,274.67",Lo Barnechea,-33.37021,-70.5103,34,2025-11-15,3.0,177,4.62
11926,Departamento amoblado Manuel Montt,667910,Roxana,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Furnished apartment 1 bedroom, 1 bathroom, 1 bathroom.<br />Building located in an urban area and just steps from the Manuel Montt metro station, within 100 meters you will find restaurants, fast food, cafes, pharmacies, supermarket, bakeries, banks, etc.","$65,932.00",Providencia,-33.42879,-70.61871,141,2026-04-18,1.0,359,4.76
11927,"Modern 2BR/2BA apartment, heart of Las Condes",709794203,Flipeame,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,4,"✨ Bright modern apartment in the heart of Las Condes ✨<br />Enjoy a unique stay in one of Santiago's most exclusive neighborhoods, steps from Costanera Center, MUT, and Tobalaba metro 🚇.<br />🛋️ Comfortable, modern living room<br />🛏️ 2 bedrooms, sleeps 4<br />🍳 Fully equipped kitchen to feel right at home<br />🌆 Prime location near cafés, restaurants, and the financial district<br />Perfect for business trips, families, or friends seeking comfort, style, and connectivity in the city.","$134,000.00",Las Condes,-33.41232,-70.60324,59,2026-06-28,2.0,264,4.88
11928,Departamento Estudio,327466548,Nataly Patricia,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Are you looking for an experience and not just a place to stay? Studio apartment where every detail matters, steps from the Sta. Lucia metro station (Line 1) and Parque de Almagro metro station (Line 3), guaranteed cleanliness and comfort, featuring an equipped kitchen, bathroom, and a terrace where you can socialize and have a good time. We are available to clarify your doubts or answer your questions. Access to a building with 24/7 security, close to several tourist areas and restaurants, as well as a supermarket, pharmacy, and shops.","$42,680.00",Santiago,-33.4478122,-70.6442598,25,2026-03-22,1.0,306,5.0
11929,Cómodo y cercano apartamento,375906981,Cecilia,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy the comfort and style of this cozy 1-bedroom apartment in central Florida. Its modern and functional design, with kitchen and bright room, invites you to relax and enjoy your stay in it.<br /><br />Close to <br />- Metro<br />- Mall<br />- Clinic and Hospitals<br />- University<br />- Stadium<br /><br />Include everything you need to make your stay perfect.<br /><br />If you want parking, there is an extra monthly charge of $70,000","$46,614.50",La Florida,-33.5209271,-70.600622,8,2026-06-29,2.0,351,4.88
11930,Casa Tía Maca - Habitación Baño privado en pasillo,571465043,Tía Maca,Private room in home,Private room,,1.0,1.0,1 private bath,2,"Our accommodation is located in a residential neighborhood, a gated community, with views of green areas and the mountains, quiet, spacious and very comfortable, supermarkets and businesses nearby. Located next to the Bicentenario de La Florida Stadium, perfect for staying and watching your concerts on specific dates. Each room enabled for use has spacious and comfortable spaces for your stay. In addition to having comfortable common areas with everything to take full advantage of them.","$39,280.00",La Florida,-33.54047,-70.57621999999999,14,2026-03-01,1.0,12,4.93
11931,F0.2.4 Habitación baño privado/Bicentenario/Davila,97832954,Josefina,Private room in home,Private room,1.0,2.0,1.0,1 private bath,3,"Superior Room in Casa Florida Guest House 🌿.<br />🛏️ For up to 3 people: double bed + sofa bed and desk 💻.<br />Exclusive private🚿 bathroom.<br />📍 La Florida, near Clínica Dávila🏥, health centers, Estadio Bicentenario and 3 blocks from the Rojas Magallanes 🚇 Metro.<br />Quiet ✨ space, ideal for medical trips, work or rest.","$28,529.00",La Florida,-33.53238156377999,-70.59229067747056,6,2026-04-16,1.0,358,4.67
11932,"F0.1.3 Habitación baño en suite-Metro, estadio.",97832954,Josefina,Private room in home,Private room,1.0,2.0,1.0,1 private bath,3,"Large double room with en-suite bathroom, just 3 blocks from the Rojas Magallanes Metro. Strategic location near Dávila Vespucio Clinic, Bicentennial Stadium and UDD School of Dentistry.<br /><br />The room has a king-size bed, a single sofa bed, a desk for teleworking and a Smart TV.<br /><br />Parking option inside the condominium for $5,000 CLP per night.","$28,917.00",La Florida,-33.5332951,-70.59140119999999,27,2026-05-27,1.0,358,4.78
11933,F0.1 Habitación baño en suite/Metro/Bicente/Dávila,97832954,Josefina,Private room in home,Private room,1.0,2.0,1.0,1 private bath,3,"Large double room with en-suite bathroom, just 3 blocks from the Rojas Magallanes Metro. Strategic location near Dávila Vespucio Clinic, Bicentennial Stadium and UDD School of Dentistry.<br /><br />The room has a king-size bed, a single sofa bed, a desk for teleworking and a Smart TV.<br /><br />Parking option inside the condominium for $5,000 CLP per night.","$31,953.00",La Florida,-33.5332951,-70.59140119999999,24,2026-05-28,1.0,358,4.88
11934,Departamento familiar vista a la cordillera,432071780,Pro Host,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,6,"Relax with the whole family in this apartment equipped for 4 people!!<br /><br />Includes parking inside the building<br />Includes one towel per person<br /><br />9th Floor<br />2 King Beds<br />1 Sofa bed<br />Blackout curtains<br />2 55” TVs<br />18,000 BTU air conditioner<br />Cooler<br />Microwave<br />Wi-Fi.<br />Kitchen<br />Oven<br />Cooking utensils<br />Toilet items","$63,541.00",La Florida,-33.5231,-70.60057,12,2026-06-29,1.0,343,5.0
11935,F0.2.2 Habitación baño privado ClínicaDávila Metro,97832954,Josefina,Private room in home,Private room,1.0,2.0,1.0,1 private bath,3,"Superior Room in Casa Florida Guest House 🌿.<br />🛏️ For up to 3 people: double bed + sofa bed and desk 💻.<br />Exclusive private🚿 bathroom.<br />📍 La Florida, near Clínica Dávila🏥, health centers, Estadio Bicentenario and 3 blocks from the Rojas Magallanes 🚇 Metro.<br />Quiet ✨ space, ideal for medical trips, work or rest.","$25,676.00",La Florida,-33.5332964,-70.5913982,5,2026-06-16,1.0,352,5.0
11936,F0.4 Dos Habitaciones Metro MallDávilaBicentenario,97832954,Josefina,Private room in home,Private room,2.0,4.0,1.0,1 private bath,5,"🛏️ 2 private rooms inside our guest house, with capacity to accommodate up to 5 people.<br />🚿 1 100% private bathroom for exclusive use.<br />📍 Prime location near Clínica Dávila, several health centers, Estadio Bicentenario and just three blocks from 🚇 Metro Rojas Magallanes.<br />✨ Ideal for comfortable stays in a quiet neighborhood, with excellent connectivity.","$34,235.00",La Florida,-33.5332951,-70.59140119999999,7,2026-05-12,1.0,356,5.0
11937,"2 dormitorios, 2 baños, Parking, metro, gym, wifi",236881058,Osvaldo,Entire rental unit,Entire home/apt,2.0,4.0,2.0,2 baths,5,"Welcome to this cozy place in the heart of the city, 5 minutes from the Santa Lucia metro. You can walk to the historic center of the city and other tourist places of interest.<br />2 bedrooms, 2 bathrooms, high-speed internet. Digital lock,<br />Supermarkets, restaurants, pharmacies, bars, public transportation all within walking distance.<br />Bright, 100% equipped space, you will have all the comforts in one place.<br />Everything designed to make your stay an excellent experience.","$72,339.00",Santiago,-33.4472607,-70.6448527,70,2026-06-15,1.0,324,4.9
11938,A Espectacular Duplex con Jacuzzi en Las Condes 1,38193566,Felipe Pedemonte,Entire rental unit,Entire home/apt,3.0,5.0,3.0,3 baths,12,"Enjoy the most beautiful and well-equipped DUPLEX in Las Condes, 2 floors of pure luxury and elegance. First floor: 3 bedrooms and 3 bathrooms, kitchen/loggia/terrace, living and dining room, air conditioning, heating. The photos speak for themselves. <br /><br />Second floor for entertainment with the most beautiful Jacuzzi with incredible views, gas and charcoal grill, freezer and refrigerator, stove and grill, parking","$359,756.00",Las Condes,-33.388288229221835,-70.5293251840406,0,,4.0,359,
11939,Depto. Piso 20   Metro Moneda 4 personas,485335565,Belen,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Apartment in the heart of downtown Santiago.<br />Only 2 blocks from Metro Moneda<br />Three blocks from supermarket and commerce<br />One block from Paseo Bulnes, ideal for family walks.<br />Smart TV, WiFi and key safe<br />Parking available for $7,000 per day (requires advance notice)<br />Whether for work, tourism or rest, this space is perfect to enjoy Santiago with total comfort and excellent connectivity.<br />It has a double bed and a trundle bed.<br />Complimentary luggage storage service","$39,941.00",Santiago,-33.4487,-70.65277,23,2025-08-24,1.0,110,4.22
11940,"Warm single bedroom w/ bathroom, confortable.",442804656,Joselo,Private room in rental unit,Private room,,1.0,1.0,1 shared bath,1,"Enjoy thee most exclusive and best place in Santiago,  (Golf neighboard) close to costanera center, many restaurants, bars, discos, drugstores, runways, metro, bicentenario park, bus stop. The apartment has a beautyfull see, swimming pool, we have a dog, we dont accept other puppies.<br />Is ideal for students or bussines persons in the city. <br />We make excepcions in couple.","$33,094.00",Las Condes,-33.4107001,-70.6017172,0,,1.0,357,
11941,Departamento Privado en Recoleta moderno céntrico,246204857,Ricardo Guillermo,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy an unforgettable vacation in Chile. Come and fall in love with this beautiful, bohemian, tourist-friendly, vibrant, and glamorous area, surrounded by the best bars, nightclubs, and restaurants. I offer you this modern, fully equipped, spacious, quiet, and very safe apartment. Located in a central area, close to Cerro San Cristóbal, the Museum of Fine Arts, the Patronato shopping area, and major markets such as La Vega, which offers a wide variety of products, Chinese and Korean stores, etc.","$42,515.00",Recoleta,-33.43159139999999,-70.63956999999999,7,2026-06-28,1.0,360,5.0
11942,Shopping Clinicas 9 pers Providencia Estacionamien,208259241,Maria Jose,Entire home,Entire home/apt,4.0,6.0,2.0,2 baths,9,"Enjoy the simplicity of this quiet, centrally located place to stay, steps from the Costanera Center and the Tobalaba metro station. House in a residential neighborhood with all the amenities. Equipped for 9 people.<br />Nice terrace with a gas grill.<br />4 bedrooms and two complete bathrooms<br />8 beds, 6 single and 2 double.<br />The house is very close to the Santa Maria and Indisa clinics.<br />Located on the hillside of the tourist attraction Cerro San Cristobal and its attractions.<br />Simple house<br />Linens and bath towels are provided <br />Heating/AC","$224,812.00",Providencia,-33.4127040565021,-70.60960735446832,39,2026-06-28,1.0,337,4.77
11943,Hermoso dpto orientación Calle Santa Rosa,334774667,Careli,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"This special place is close to everything, making it easy to plan your visit.","$39,656.00",Santiago,-33.443390620592524,-70.64493030309677,16,2026-06-17,1.0,359,4.94
11944,Moderno y luminoso 2D/2B en Las Condes,709794203,Flipeame,Entire rental unit,Entire home/apt,2.0,,2.0,2 baths,6,"✨ Enjoy a unique stay in this bright and elegant 2BR/2BA apartment in Las Condes — perfect for families, friends, or business trips ✨<br /><br />🛋 Spacious and bright living room with TV<br />🛏 2 comfortable bedrooms with premium double beds + 1 sofa bed in the living room<br />🚿 2 modern bathrooms<br />🍳 Fully equipped kitchen to cook just like at home<br />💻 Fast Wi-Fi included<br /><br />📍 Located in Las Condes, one of Santiago’s safest and most connected neighborhoods. Perfect for both leisure and business stays.","$159,888.00",Las Condes,-33.4123168,-70.60324390000001,34,2026-06-19,2.0,285,4.85
11945,F0.4.4 Dos Habitaciones Metro Estadio ClínicaDáviL,97832954,Josefina,Private room in home,Private room,2.0,2.0,1.0,1 private bath,5,"🛏️ 2 private rooms inside our guest house, with capacity to accommodate up to 5 people.<br />🚿 1 100% private bathroom for exclusive use.<br />📍 Prime location near Clínica Dávila, several health centers, Estadio Bicentenario and just three blocks from 🚇 Metro Rojas Magallanes.<br />✨ Ideal for comfortable stays in a quiet neighborhood, with excellent connectivity.","$28,529.00",La Florida,-33.5332964,-70.5913982,1,2026-05-11,1.0,350,5.0
11946,"Costanera Center, El Golf, Gym",242817267,Lucas,Entire rental unit,Entire home/apt,2.0,4.0,1.0,1 bath,4,"Enjoy a spacious and remodeled apartment in an unbeatable location. Just 10 minutes from Tobalaba station and Costanera Center, with easy access to public transportation, supermarkets, and Santiago's best restaurants. In front of the Intercontinental Hotel and close to Isidora Goyenechea, offices, and shopping malls.<br /><br />Ideal for families, groups, or business trips. Fast WiFi, Smart TV, equipped kitchen, and balcony with a view.","$130,509.00",Las Condes,-33.4123168,-70.60324390000001,45,2026-06-23,2.0,325,4.96
11947,F0.1.2 Habitación Metro Estadio BicentenarioDávila,97832954,Josefina,Private room in home,Private room,1.0,2.0,1.0,1 private bath,3,"Large double room with en-suite bathroom, just 3 blocks from the Rojas Magallanes Metro. Strategic location near Dávila Vespucio Clinic, Bicentennial Stadium and UDD School of Dentistry.<br /><br />The room has a king-size bed, a single sofa bed, a desk for teleworking and a Smart TV.<br /><br />Parking option inside the condominium for $5,000 CLP per night.","$31,382.00",La Florida,-33.5332964,-70.5913982,16,2026-06-16,1.0,358,4.94
11948,Habitación suite con Baño privado en Las Condes,500136896,Ana,Private room in rental unit,Private room,,1.0,1.0,1 shared bath,2,"Double Suite in the heart of El Golf. Spacious and bright room with private bathroom and space to work from home, as we have WIFI. It also has a smart TV and minibar in the bedroom. It has 24-hour concierge, swimming pool, barbecue, terrace, green areas. <br />Very close to the metro 🚇 El Golf (7 min approx), close to many restaurants, squares and shopping centers<br /><br />Additionally, it is close to the US embassy.🇺🇸 <br />Our commitment is to make you feel at home🏠. We look forward to seeing you.","$52,115.00",Las Condes,-33.41264,-70.60184,72,2026-05-12,1.0,346,4.79
11949,"Parking, A. acondicionado, gym, wifi, metro.",236881058,Osvaldo,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Welcome to our centrally located, modern, 100% equipped space. <br /><br />Close to the metro, you can walk to the city's tourist spots.<br />Elegantly decorated and all the comforts in one place.<br />Public transportation at the door, supermarket, pharmacies, coffee shops, shops, bars and restaurants one block from the apartment. <br />Gym, Wi-Fi. <br />Pool available in season.<br />Space enabled for 4 guests.","$46,012.00",Santiago,-33.4472607,-70.6448527,0,,1.0,342,
11950,Depto 2D en Las Condes con piscina,31187504,Felipe - Founder MrBnB,Entire rental unit,Entire home/apt,2.0,4.0,3.0,3 baths,6,"Enjoy Santiago in this spacious apartment in Las Condes with 2 bedrooms, 3 full bathrooms and futon in the living room. Capacity for 6 guests, equipped kitchen and paid underground parking. The building has a pool and laundry, ideal for comfortable and well-connected stays. Prime location near services, parks and transportation. Perfect for families or groups looking for space and comfort in a prime location.","$241,918.50",Las Condes,-33.4114791,-70.6017444,18,2026-06-14,2.0,326,4.89
11951,Hermoso departamento duplex de lujo,77386426,Leo,Entire rental unit,Entire home/apt,3.0,8.0,3.0,3 baths,8,"Spacious and cozy duplex apartment in El Colorado. Upstairs are 2 bedrooms and 2 full bathrooms, one with a double bed with a beautiful view of the valley and the other with 2 trundle beds. On the lower floor there is 1 bedroom, 1 bathroom, living room, dining room, kitchen and exit to the terrace with panoramic views of the valley where you can enjoy beautiful sunsets. Own parking, 100% equipped kitchen, bedrooms with sheets and towels.","$466,456.00",Lo Barnechea,-33.34776,-70.29242,48,2025-09-01,3.0,325,4.94
11952,Habitacion privada en Providencia + desayuno,285710244,Maktvb Hostales Boutique,Private room in home,Private room,,1.0,1.0,1 private bath,2,"Modern house located less than 1 km from the Costanera, 4 blocks from Cerro San Cristóbal. In the quietest and safest area of Providencia, it has a large pool, wifi, all bedrooms have a private bathroom, beds for 2, 50""Smart TV with Netflix and rustic furniture made to measure for each room. It has a shared kitchen with everything you need to cook during the day, plus a comfortable seating area for all our guests and 3 parking spaces.","$64,800.00",Providencia,-33.4129895,-70.6100029,3,2025-02-01,1.0,199,4.33
11953,"Amplio y funcional, El Golf | 3D 2B Terraza",20888795,Ignacio,Entire rental unit,Entire home/apt,3.0,5.0,2.0,2 baths,6,"Enjoy a comfortable stay in this spacious, bright, quiet and newly renovated apartment located in El Golf neighborhood, Las Condes. Ideal for families, groups, or business trips, it features 3 bedrooms, 2 bathrooms, a fully equipped kitchen, washer, TV lounge, terrace, electric heating, and safety nets in the bedrooms. Accommodates up to 6 guests. <br />Steps from Costanera Center, MUT, Bicentenario Park, Plaza Perú, El Golf and Tobalaba  Metro Station.","$129,551.50",Las Condes,-33.4123555,-70.6015724,0,,2.0,313,
11954,Hogareño departamento en Ciudad Empresarial,1689239507296134905,Luz Maria,Entire rental unit,Entire home/apt,2.0,2.0,2.0,2 baths,4,Relax with the whole family in this quiet place to stay.,"$154,059.00",Huechuraba,-33.38491773569787,-70.61210687455868,0,,1.0,365,
11955,Perfect Escape: Centrally-Located Studio & WiFi,566683502,Antonia,Entire rental unit,Entire home/apt,,1.0,1.0,1 bath,2,"Welcome to your cozy escape in Santiago's historic Santa Lucía neighborhood! Experience the perfect blend of comfort and convenience in this charming studio.<br />  <br />🚿Modern bathroom  <br />🍳 Fully equipped kitchenette with coffee maker, cookware, dishes & silverware  <br />🛁 Relaxing bathtub for unwinding after a day of exploring  <br />🚪 Convenient elevator access for easy mobility  <br />🔥 BBQ grill for delightful outdoor gatherings  <br /><br />Just steps from Santa Lucía metro, you're perfectly positioned to explore vib","$79,858.00",Santiago,-33.44646729110777,-70.64390771029035,3,2026-06-23,1.0,351,5.0
11956,Maktvb Costanera: Hab. 06,285710244,Maktvb Hostales Boutique,Private room in hostel,Private room,1.0,1.0,1.0,1 private bath,2,"Modern house located less than 1 km from the Costanera and 800 meters from Cerro San Cristóbal. In the quietest and safest area of ​​Providencia, it has a large pool, Wi-Fi, barbecue grill, bedroom with private bathroom, double bed, 50"" Smart TV with Netflix and custom-made furniture. Shared full kitchen, living room gym, parking inside and outside the house, as well as a large closed terrace ideal for sharing, watching movies and games.","$60,000.00",Providencia,-33.41317,-70.61078,6,2025-01-20,1.0,309,4.33
11957,Gran Casa remodelada con amplio jardín y piscina.,51905394,Cristian,Entire villa,Entire home/apt,6.0,8.0,5.0,5 baths,8,"Bring the whole family to this fantastic place with lots of fun areas. Detached house with large garden and parking, with multiple bedrooms, living rooms, barbecues, in the best location in La Dehesa, with very good access to the highway.","$335,356.96",Lo Barnechea,-33.36227,-70.52946,0,,28.0,365,
11958,"Exclusive Apartment in San Damian, Vitacura",152952697,Juan Pablo,Entire rental unit,Entire home/apt,3.0,6.0,2.0,2 baths,8,"Relax with the whole family in this fully equipped apartment, ideal for families and executives in the exclusive San Damián area, Vitacura.<br /><br />Close to Lo Barnechea and Las Condes. Just steps from Av. Las Condes and Costanera Norte, it offers easy transportation and direct connection to Lo Barnechea, Santiago, and Providencia.<br /><br />Only 1h 15m from the snow!<br /><br />Guests must provide the required information to coordinate check-in at least 24 hours in advance.<br /><br />Unbeatable location & security.","$348,758.00",Vitacura,-33.37411,-70.52503,62,2026-03-15,1.0,344,5.0
11959,Full equipado con vista panorámica,432071780,Pro Host,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,Relax in this quiet and elegant space with one of the best views in the area 🙂.<br /><br />Includes parking inside the building<br />Includes one towel per person<br /><br />18th Floor<br />1 king bed<br />1 Sofa bed<br />Blackout curtains<br />2 55” TVs<br />Air Conditioning 12.000 btu<br />Cooler<br />Microwave<br />Wi-Fi.<br />Kitchen<br />Oven<br />Cooking utensils<br />Toilet items,"$62,764.50",La Florida,-33.52346495756172,-70.60059093816264,31,2026-06-16,1.0,364,5.0
11960,Espectacular departamento en Valle Nevado,472999604,Giancarlo,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Nestled high in the breathtaking Chilean Andes, our charming 1-bedroom apartment at Valle Nevado Ski Resort offers the ultimate mountain escape. Imagine waking up to panoramic views of snow-capped peaks, stepping directly onto the pristine slopes, and ending your day with cozy comfort – this is the perfect base for your unforgettable ski adventure.","$419,479.33",Lo Barnechea,-33.358496790163684,-70.25021899595235,12,2026-06-23,3.0,313,4.92
